CustomerID,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn
1621,712.0,Male,43.0,1.0,141749.74,2.0,0,1,90905.26,No
1622,689.0,Male,38.0,5.0,75075.14,1.0,1,1,8651.92,No
1623,697.0,Female,25.0,4.0,165686.11,2.0,1,0,15467.98,No
1624,589.0,Male,38.0,2.0,0.0,1.0,1,0,79915.28,Yes
1625,525.0,Female,25.0,10.0,0.0,2.0,1,0,69361.95,No
1626,680.0,Male,44.0,3.0,0.0,2.0,1,0,86935.08,Yes
1627,617.0,Female,28.0,0.0,0.0,2.0,1,1,7597.83,No
1628,680.0,Male,32.0,5.0,92961.61,1.0,1,0,116957.6,No
1629,662.0,Female,30.0,9.0,0.0,2.0,0,1,157884.83,No
1630,736.0,Male,46.0,5.0,130812.91,1.0,1,1,77981.54,No
1631,657.0,Male,57.0,8.0,107174.58,1.0,1,1,126369.55,No
1632,382.0,Male,54.0,1.0,152677.48,1.0,1,1,191973.49,No
1633,617.0,Male,30.0,3.0,132005.77,1.0,1,0,142940.39,Yes
1634,562.0,Male,35.0,7.0,0.0,1.0,0,0,48869.67,No
1635,705.0,Female,23.0,5.0,0.0,2.0,1,1,73131.73,No
1636,516.0,Female,33.0,7.0,127305.5,1.0,1,1,120037.36,No
1637,573.0,Female,37.0,6.0,0.0,2.0,1,0,193995.37,No
1638,538.0,Female,31.0,0.0,0.0,2.0,0,0,179453.66,No
1639,699.0,Male,39.0,9.0,0.0,1.0,1,0,80963.92,No
1640,504.0,Male,32.0,8.0,170291.22,2.0,0,1,15658.99,No
1641,583.0,Male,47.0,5.0,102562.23,1.0,1,0,92708.1,No
1642,712.0,Male,53.0,2.0,111061.01,2.0,0,0,26542.17,No
1643,626.0,Male,62.0,3.0,0.0,1.0,1,1,65010.74,Yes
1644,631.0,Female,34.0,4.0,124379.14,1.0,1,0,106892.91,No
1645,663.0,Female,37.0,7.0,0.0,1.0,1,1,185210.63,No
1646,506.0,Female,41.0,3.0,57745.76,1.0,1,0,4035.46,No
1647,570.0,Female,50.0,5.0,129293.74,1.0,1,0,177805.44,No
1648,703.0,Female,45.0,7.0,0.0,2.0,1,1,68831.72,No
1649,698.0,Female,40.0,8.0,150777.1,1.0,1,0,114732.62,No
1650,731.0,Male,41.0,4.0,0.0,2.0,1,0,22299.27,No
1651,625.0,Male,34.0,6.0,0.0,2.0,0,0,197283.2,No
1652,634.0,Male,31.0,9.0,108632.48,1.0,1,1,179485.96,No
1653,616.0,Male,59.0,5.0,153861.1,1.0,1,1,17699.48,No
1654,500.0,Male,56.0,1.0,100374.58,1.0,1,0,118490.8,No
1655,446.0,Male,32.0,8.0,0.0,2.0,0,0,133292.94,No
1656,669.0,Female,47.0,9.0,61196.54,1.0,1,0,58170.24,No
1657,581.0,Male,31.0,6.0,116891.72,1.0,1,0,107137.3,No
1658,704.0,Female,54.0,6.0,133656.91,3.0,1,0,145071.33,No
1659,748.0,Male,44.0,2.0,92911.52,1.0,0,1,85495.24,No
1660,680.0,Female,31.0,9.0,119825.75,2.0,1,1,101139.3,No
1661,655.0,Female,37.0,7.0,111852.84,2.0,1,0,10511.13,No
1662,690.0,Male,32.0,0.0,106683.52,2.0,1,1,137916.49,No
1663,695.0,Male,40.0,7.0,139022.24,1.0,0,1,193383.13,No
1664,700.0,Female,40.0,4.0,148571.07,1.0,1,0,189826.96,No
1665,773.0,Male,52.0,4.0,0.0,1.0,0,1,144113.42,No
1666,749.0,Male,42.0,1.0,129776.72,2.0,0,1,143538.51,No
1667,611.0,Female,46.0,5.0,0.0,1.0,1,0,77677.14,No
1668,606.0,Female,46.0,8.0,0.0,2.0,1,1,183717.94,No
1669,554.0,Male,24.0,10.0,0.0,1.0,0,0,92180.62,No
1670,567.0,Female,37.0,7.0,0.0,2.0,1,1,28690.9,No
1671,559.0,Male,24.0,3.0,114739.92,1.0,1,0,85891.02,Yes
1672,594.0,Male,41.0,2.0,122545.65,2.0,1,1,42050.24,No
1673,513.0,Female,37.0,6.0,0.0,2.0,1,0,110142.34,No
1674,652.0,Female,26.0,1.0,131908.35,1.0,1,1,179269.79,No
1675,680.0,Female,42.0,7.0,105722.69,1.0,1,1,90558.24,No
1676,784.0,Male,33.0,10.0,0.0,2.0,1,0,162022.47,No
1677,812.0,Female,44.0,8.0,0.0,3.0,1,0,66926.83,No
1678,784.0,Female,40.0,8.0,0.0,2.0,1,0,108891.3,No
1679,570.0,Female,18.0,4.0,82767.42,1.0,1,0,71811.9,No
1680,712.0,Female,42.0,1.0,87842.98,1.0,0,0,92223.59,No
1681,705.0,Male,39.0,6.0,133261.13,1.0,1,1,78065.9,No
1682,681.0,Female,32.0,3.0,0.0,2.0,1,1,59679.9,Yes
1683,620.0,Male,41.0,0.0,97925.11,1.0,1,0,85000.32,No
1684,711.0,Male,52.0,5.0,0.0,1.0,1,1,159808.95,No
1685,613.0,Female,24.0,7.0,140453.91,1.0,1,0,129001.3,No
1686,613.0,Female,20.0,0.0,117356.19,1.0,0,0,113557.7,No
1687,682.0,Male,36.0,5.0,0.0,2.0,1,1,147758.51,No
1688,850.0,Male,37.0,4.0,137204.77,1.0,1,1,28865.59,No
1689,601.0,Female,41.0,1.0,0.0,2.0,0,1,160607.06,Yes
1690,595.0,Male,35.0,8.0,0.0,1.0,1,0,100015.79,No
1691,675.0,Male,36.0,3.0,54098.18,2.0,0,1,54478.52,Yes
1692,591.0,Male,31.0,8.0,0.0,1.0,1,1,141677.33,No
1693,602.0,Male,23.0,7.0,113758.48,2.0,0,0,84077.6,No
1694,554.0,Female,34.0,8.0,0.0,1.0,0,1,106981.03,No
1695,541.0,Male,37.0,9.0,118636.92,1.0,1,1,73551.44,No
1696,506.0,Male,34.0,7.0,0.0,2.0,0,0,115842.1,No
1697,814.0,Male,44.0,8.0,95488.82,2.0,0,0,107013.59,No
1698,683.0,Male,30.0,8.0,110829.52,2.0,0,0,24938.84,No
1699,485.0,Male,51.0,7.0,144244.59,2.0,1,0,51113.14,No
1700,696.0,Female,31.0,8.0,122021.92,2.0,1,0,33828.64,No
1701,608.0,Female,30.0,8.0,0.0,2.0,1,0,128875.86,No
1702,792.0,Male,50.0,9.0,0.0,3.5,1,1,194700.81,No
1703,686.0,Male,22.0,5.0,0.0,2.0,1,0,158974.45,No
1704,790.0,Male,42.0,1.0,85839.62,1.0,1,0,198182.73,Yes
1705,654.0,Female,29.0,4.0,96974.97,1.0,0,1,141404.07,No
1706,452.0,Male,35.0,4.0,148172.44,1.0,1,1,4175.68,No
1707,719.0,Male,38.0,0.0,0.0,1.0,1,0,126876.47,No
1708,707.0,Female,40.0,5.0,0.0,2.0,1,0,41052.82,No
1709,699.0,Female,49.0,2.0,0.0,1.0,0,0,105760.01,Yes
1710,850.0,Male,30.0,2.0,0.0,2.0,0,1,27937.12,Yes
1711,828.0,Male,28.0,8.0,134766.85,1.0,1,0,79355.87,No
1712,850.0,Male,30.0,5.0,123210.56,2.0,1,1,102180.27,No
1713,712.0,Male,47.0,1.0,139887.01,1.0,1,1,95719.73,No
1714,634.0,Male,44.0,9.0,149961.11,1.0,1,0,57121.51,No
1715,730.0,Male,45.0,6.0,152880.97,1.0,0,0,162478.11,No
1716,685.0,Male,43.0,9.0,108589.47,2.0,0,1,194808.51,No
1717,809.0,Male,33.0,9.0,0.0,1.0,1,1,124045.65,No
1718,707.0,Female,35.0,3.0,56674.48,1.0,1,0,17987.4,No
1719,648.0,Male,32.0,8.0,0.0,1.0,1,0,133653.38,No
1720,760.0,Female,57.0,1.0,0.0,2.0,1,1,25101.17,Yes
1721,805.0,Female,33.0,3.0,105663.56,2.0,0,1,33330.89,No
1722,585.0,Female,39.0,7.0,0.0,2.0,1,0,2401.26,No
1723,595.0,Female,30.0,5.0,100683.54,1.0,1,1,178361.04,No
1724,630.0,Male,42.0,6.0,0.0,2.0,1,0,162697.93,No
1725,627.0,Male,29.0,5.0,139541.58,2.0,1,0,80607.33,No
1726,631.0,Female,37.0,2.0,121801.72,2.0,0,1,23146.62,No
1727,776.0,Male,38.0,5.0,112281.7,1.0,0,1,89893.6,No
1728,676.0,Female,36.0,4.0,0.0,2.0,1,1,3173.31,No
1729,758.0,Female,40.0,5.0,93499.82,2.0,0,0,123218.81,No
1730,637.0,Male,33.0,0.0,132255.99,2.0,0,1,74588.41,No
1731,850.0,Male,20.0,7.0,0.0,2.0,1,0,31288.77,No
1732,601.0,Female,44.0,4.0,0.0,2.0,1,0,58561.31,No
1733,735.0,Male,49.0,5.0,121973.28,1.0,1,0,148804.36,No
1734,614.0,Male,32.0,7.0,99462.8,2.0,1,1,51117.06,No
1735,672.0,Female,21.0,3.0,165878.76,2.0,1,1,164537.17,Yes
1736,642.0,Male,30.0,8.0,117494.27,1.0,0,0,61977.82,No
1737,633.0,Female,29.0,0.0,138577.34,1.0,1,0,193362.99,No
1738,769.0,Male,39.0,9.0,0.0,1.0,1,1,47722.79,No
1739,796.0,Male,41.0,8.0,107525.07,1.0,1,0,18510.41,No
1740,715.0,Male,23.0,7.0,139224.92,2.0,1,0,65057.71,No
1741,695.0,Female,42.0,7.0,121453.63,1.0,0,0,46374.64,No
1742,747.0,Female,25.0,4.0,0.0,2.0,0,1,42039.67,No
1743,584.0,Female,54.0,1.0,77354.37,1.0,0,0,138192.98,No
1744,476.0,Male,40.0,6.0,0.0,1.0,1,1,22735.45,No
1745,850.0,Female,39.0,7.0,79259.99,1.0,0,1,186910.74,No
1746,529.0,Male,30.0,2.0,116295.29,1.0,1,0,75285.47,No
1747,584.0,Female,59.0,1.0,0.0,1.0,0,1,130260.11,Yes
1748,586.0,Male,34.0,9.0,74309.81,1.0,1,0,15034.93,No
1749,674.0,Male,34.0,2.0,152797.9,1.0,1,0,175709.4,Yes
1750,552.0,Male,42.0,9.0,133701.07,2.0,1,0,101069.71,No
1751,601.0,Female,33.0,7.0,114430.18,2.0,1,1,153012.13,No
1752,541.0,Male,29.0,7.0,127504.57,1.0,0,0,86173.92,No
1753,744.0,Female,41.0,2.0,84113.41,1.0,1,0,197548.63,Yes
1754,595.0,Female,23.0,10.0,101126.66,2.0,0,0,37042.8,No
1755,724.0,Male,33.0,5.0,103564.83,2.0,1,0,121085.72,No
1756,533.0,Female,52.0,7.0,0.0,1.0,0,1,194113.99,No
1757,618.0,Male,37.0,2.0,168178.21,2.0,0,1,101273.23,No
1758,523.0,Female,39.0,1.0,143903.11,1.0,1,1,118711.75,No
1759,642.0,Female,30.0,5.0,129753.69,1.0,1,0,582.53,No
1760,584.0,Male,35.0,9.0,0.0,2.0,1,0,192381.21,No
1761,521.0,Male,38.0,5.0,110641.18,1.0,0,1,136507.69,No
1762,662.0,Female,36.0,4.0,166909.2,2.0,1,0,138871.12,No
1763,758.0,Female,34.0,1.0,154139.45,1.0,1,1,60728.89,No
1764,717.0,Male,38.0,7.0,97459.06,1.0,0,0,189175.71,No
1765,611.0,Male,40.0,1.0,0.0,2.0,1,1,102547.56,Yes
1766,766.0,Male,43.0,6.0,112088.04,2.0,1,1,36706.56,No
1767,636.0,Female,34.0,3.0,0.0,2.0,1,1,44756.25,Yes
1768,814.0,Female,48.0,7.0,0.0,2.0,1,1,132870.15,No
1769,760.0,Male,28.0,1.0,141038.57,2.0,0,0,16287.38,No
1770,607.0,Male,39.0,2.0,84468.67,2.0,1,1,121945.42,Yes
1771,725.0,Female,36.0,4.0,118520.26,1.0,0,0,131173.9,No
1772,600.0,Male,37.0,1.0,142663.46,1.0,0,1,88669.89,No
1773,656.0,Male,27.0,4.0,118627.16,2.0,1,1,160835.3,No
1774,640.0,Male,34.0,1.0,137523.02,1.0,0,0,24761.36,No
1775,439.0,Male,28.0,7.0,110976.23,2.0,1,0,138526.96,No
1776,549.0,Female,38.0,8.0,107283.4,1.0,0,0,157442.75,No
1777,622.0,Male,38.0,5.0,0.0,2.0,0,0,105295.77,No
1778,715.0,Male,34.0,4.0,124314.45,1.0,0,0,97782.92,No
1779,657.0,Female,41.0,5.0,95858.37,1.0,1,1,68255.88,No
1780,703.0,Male,36.0,2.0,0.0,2.0,1,0,108790.95,Yes
1781,802.0,Male,33.0,8.0,0.0,2.0,1,0,143706.18,No
1782,793.0,Female,36.0,0.0,0.0,1.0,0,0,148993.47,No
1783,554.0,Female,35.0,6.0,117707.18,2.0,0,0,95277.15,No
1784,533.0,Male,38.0,1.0,135289.33,2.0,0,1,152956.33,No
1785,658.0,Male,36.0,8.0,174060.46,1.0,1,1,94925.62,No
1786,713.0,Male,40.0,3.0,114446.84,2.0,1,1,87308.18,Yes
1787,711.0,Male,37.0,2.0,0.0,2.0,1,0,83978.86,Yes
1788,669.0,Male,25.0,1.0,157848.53,1.0,0,0,37543.93,No
1789,439.0,Female,43.0,8.0,0.0,1.0,0,1,104889.3,No
1790,763.0,Female,37.0,6.0,0.0,2.0,1,1,149705.25,No
1791,697.0,Female,62.0,3.0,108071.36,2.0,1,1,16445.79,No
1792,702.0,Female,35.0,8.0,14262.8,2.0,1,0,54689.16,No
1793,686.0,Male,41.0,7.0,102749.72,1.0,0,1,194913.86,No
1794,629.0,Male,36.0,1.0,161757.87,2.0,1,1,146371.72,No
1795,823.0,Male,38.0,1.0,0.0,2.0,1,0,156603.7,Yes
1796,683.0,Female,35.0,5.0,95698.79,1.0,0,1,182566.76,No
1797,555.0,Male,37.0,9.0,124969.13,1.0,1,0,60194.05,No
1798,647.0,Male,44.0,4.0,93960.35,1.0,1,0,36579.53,No
1799,714.0,Female,51.0,4.0,88308.87,3.0,0,0,5862.53,No
1800,850.0,Female,39.0,10.0,0.0,2.0,1,1,143030.09,No
1801,713.0,Female,59.0,3.0,0.0,2.0,1,1,62700.08,Yes
1802,452.0,Male,30.0,7.0,112935.87,1.0,1,1,99017.34,No
1803,683.0,Female,24.0,8.0,98567.1,1.0,1,0,187987.01,No
1804,577.0,Female,26.0,1.0,180530.51,1.0,0,0,123454.62,No
1805,552.0,Male,33.0,5.0,140931.57,1.0,0,1,10921.5,No
1806,769.0,Female,31.0,7.0,148913.72,2.0,1,0,53817.23,No
1807,691.0,Male,38.0,7.0,0.0,2.0,0,0,81617.4,No
1808,818.0,Female,49.0,2.0,0.0,1.0,0,1,192298.84,Yes
1809,739.0,Male,41.0,5.0,0.0,2.0,0,0,143882.25,No
1810,639.0,Female,50.0,6.0,115335.32,2.0,1,1,53130.41,No
1811,651.0,Female,62.0,0.0,0.0,2.0,1,1,190454.04,No
1812,779.0,Female,26.0,0.0,0.0,2.0,0,1,111906.0,No
1813,850.0,Female,33.0,7.0,134678.13,1.0,1,0,113177.95,No
1814,829.0,Male,38.0,9.0,0.0,2.0,1,0,30529.88,No
1815,579.0,Male,31.0,2.0,90547.48,2.0,1,1,18800.13,No
1816,510.0,Male,32.0,9.0,103324.78,1.0,1,1,46127.7,No
1817,531.0,Male,29.0,3.0,114590.58,1.0,0,0,75585.48,No
1818,628.0,Female,36.0,3.0,91286.51,1.0,1,0,63085.94,Yes
1819,633.0,Male,32.0,5.0,163340.12,2.0,1,1,74415.2,No
1820,714.0,Male,45.0,8.0,150900.29,2.0,0,1,139889.15,No
1821,604.0,Male,23.0,9.0,124577.33,1.0,1,1,7267.25,No
1822,630.0,Male,35.0,1.0,0.0,2.0,0,0,186826.22,Yes
1823,850.0,Female,31.0,4.0,91292.7,1.0,1,1,162149.07,No
1824,788.0,Female,57.0,8.0,93716.72,1.0,1,1,180150.49,No
1825,798.0,Female,37.0,4.0,111723.08,1.0,1,1,83478.12,No
1826,770.0,Male,45.0,4.0,110765.68,1.0,1,0,26163.74,No
1827,569.0,Male,25.0,9.0,173459.45,2.0,1,1,44381.06,No
1828,425.0,Female,22.0,7.0,169649.73,2.0,0,1,136365.0,No
1829,547.0,Female,31.0,9.0,0.0,2.0,0,0,99294.22,No
1830,725.0,Male,45.0,8.0,116917.07,1.0,0,0,173464.43,No
1831,506.0,Male,37.0,5.0,0.0,2.0,1,1,127543.81,No
1832,632.0,Female,36.0,7.0,0.0,2.0,1,1,52526.65,No
1833,620.0,Male,22.0,0.0,0.0,1.0,1,0,32589.45,No
1834,663.0,Male,32.0,8.0,130627.66,1.0,1,0,47161.25,No
1835,700.0,Female,46.0,5.0,56580.95,2.0,0,1,45424.13,No
1836,696.0,Male,38.0,6.0,142316.14,1.0,1,1,8018.49,No
1837,767.0,Male,31.0,6.0,0.0,2.0,1,1,195668.0,No
1838,561.0,Male,56.0,7.0,152759.0,2.0,1,0,133167.11,No
1839,382.0,Male,39.0,0.0,109733.2,2.0,0,0,123602.11,No
1840,706.0,Male,54.0,9.0,117444.51,1.0,1,1,186238.85,No
1841,464.0,Female,34.0,5.0,76001.57,1.0,1,1,158668.87,No
1842,501.0,Female,34.0,3.0,107747.57,1.0,1,0,9249.36,No
1843,745.0,Female,35.0,8.0,0.0,2.0,1,1,116581.1,No
1844,587.0,Female,36.0,1.0,134997.49,2.0,1,0,44688.08,No
1845,667.0,Female,48.0,2.0,0.0,2.0,1,1,148608.39,Yes
1846,737.0,Male,36.0,9.0,0.0,1.0,0,1,188670.9,No
1847,485.0,Female,30.0,7.0,0.0,1.0,1,0,107067.37,No
1848,590.0,Female,37.0,0.0,64345.21,1.0,0,1,61759.33,No
1849,518.0,Female,35.0,8.0,141665.63,1.0,0,1,192776.64,No
1850,581.0,Female,29.0,8.0,0.0,2.0,1,0,46735.19,No
1851,785.0,Female,33.0,5.0,136624.6,2.0,1,1,169117.74,No
1852,799.0,Female,52.0,4.0,161209.66,1.0,1,1,89081.41,No
1853,698.0,Male,38.0,10.0,95010.92,1.0,1,1,105227.86,No
1854,730.0,Female,41.0,4.0,167545.32,1.0,1,0,128246.81,No
1855,740.0,Female,36.0,4.0,109044.6,1.0,0,0,94554.74,No
1856,785.0,Female,47.0,9.0,122031.55,1.0,1,1,33823.5,No
1857,527.0,Female,29.0,2.0,27755.97,1.0,1,0,97468.44,Yes
1858,544.0,Female,29.0,1.0,118560.55,1.0,1,1,164137.36,No
1859,705.0,Male,61.0,4.0,0.0,2.0,1,1,191313.7,No
1860,684.0,Male,34.0,9.0,0.0,2.0,1,1,65257.57,No
1861,639.0,Female,28.0,8.0,97840.72,1.0,1,1,178222.77,No
1862,565.0,Female,38.0,2.0,158651.29,2.0,1,1,179445.28,Yes
1863,481.0,Male,44.0,9.0,175303.06,1.0,1,0,65500.53,No
1864,731.0,Male,25.0,8.0,96950.21,1.0,1,0,97877.92,No
1865,607.0,Male,45.0,7.0,123859.6,1.0,0,1,113051.57,No
1866,760.0,Female,32.0,7.0,0.0,2.0,1,1,105969.05,No
1867,559.0,Female,62.0,9.0,0.0,1.0,1,1,122996.76,No
1868,715.0,Female,33.0,3.0,85227.84,1.0,1,1,68087.15,Yes
1869,656.0,Male,36.0,8.0,97786.08,2.0,0,1,21478.36,No
1870,652.0,Male,33.0,7.0,128135.99,1.0,1,0,158437.73,No
1871,624.0,Male,33.0,6.0,0.0,2.0,0,0,76551.7,No
1872,634.0,Male,36.0,2.0,85996.19,1.0,1,0,15887.68,No
1873,850.0,Female,50.0,10.0,0.0,2.0,1,1,33741.84,No
1874,659.0,Female,39.0,1.0,104502.11,1.0,1,0,20652.69,No
1875,529.0,Male,35.0,5.0,95772.97,1.0,1,1,112781.5,No
1876,572.0,Male,31.0,5.0,98108.79,1.0,0,1,119996.95,No
1877,640.0,Male,39.0,9.0,131607.28,3.5,0,1,6981.43,No
1878,770.0,Male,55.0,9.0,63127.41,2.0,1,0,185211.28,No
1879,648.0,Male,35.0,7.0,0.0,2.0,1,1,78436.36,No
1880,579.0,Male,31.0,9.0,0.0,1.0,0,1,139048.0,No
1881,589.0,Female,36.0,9.0,140355.56,2.0,1,0,136329.96,No
1882,530.0,Female,36.0,2.0,0.0,2.0,1,1,14721.8,Yes
1883,831.0,Male,30.0,2.0,0.0,2.0,0,1,3430.38,Yes
1884,790.0,Male,24.0,7.0,107418.27,1.0,0,1,160450.21,No
1885,656.0,Male,35.0,6.0,0.0,2.0,1,0,1485.27,No
1886,563.0,Male,32.0,6.0,0.0,2.0,1,1,19720.08,No
1887,667.0,Male,39.0,7.0,167557.12,1.0,1,1,41183.02,No
1888,613.0,Male,34.0,8.0,117300.02,1.0,1,0,139410.08,No
1889,429.0,Male,60.0,7.0,0.0,2.0,1,1,163691.48,No
1890,665.0,Female,23.0,9.0,143672.9,1.0,1,1,115147.33,No
1891,731.0,Male,33.0,4.0,0.0,2.0,1,1,74945.11,No
1892,584.0,Female,37.0,1.0,0.0,2.0,1,1,180363.56,Yes
1893,634.0,Female,31.0,8.0,76798.92,1.0,0,0,196021.73,No
1894,488.0,Male,34.0,3.0,0.0,2.0,1,1,125979.36,Yes
1895,535.0,Female,49.0,7.0,115309.75,1.0,1,0,111421.77,No
1896,776.0,Female,29.0,7.0,178171.04,2.0,1,1,115818.51,No
1897,850.0,Female,38.0,3.0,0.0,2.0,0,1,179360.76,Yes
1898,673.0,Female,37.0,0.0,0.0,2.0,0,0,82351.06,No
1899,850.0,Female,45.0,5.0,127258.79,1.0,1,1,192744.23,No
1900,627.0,Female,30.0,6.0,0.0,1.0,1,1,113408.47,No
1901,570.0,Female,33.0,8.0,0.0,1.0,1,1,124641.42,No
1902,796.0,Male,62.0,5.0,0.0,2.0,0,1,54871.02,No
1903,773.0,Female,33.0,10.0,0.0,1.0,1,1,98820.09,No
1904,752.0,Male,36.0,2.0,0.0,2.0,1,1,45570.84,Yes
1905,625.0,Female,62.0,1.0,107569.96,1.0,1,1,182336.45,No
1906,535.0,Male,20.0,9.0,134874.4,1.0,1,1,118825.56,No
1907,786.0,Female,29.0,4.0,0.0,2.0,1,0,103372.79,No
1908,620.0,Female,62.0,3.0,0.0,2.0,1,1,43486.73,Yes
1909,605.0,Female,48.0,6.0,0.0,2.0,1,1,40062.99,No
1910,670.0,Female,32.0,3.0,0.0,2.0,1,0,46175.7,Yes
1911,617.0,Male,42.0,0.0,70105.87,1.0,1,1,120830.73,No
1912,595.0,Male,41.0,9.0,0.0,2.0,1,0,5967.09,No
1913,687.0,Female,29.0,4.0,78939.15,1.0,1,0,122134.56,No
1914,757.0,Male,30.0,6.0,105128.85,2.0,1,1,62972.13,No
1915,746.0,Male,31.0,2.0,113836.27,1.0,1,1,174815.54,Yes
1916,503.0,Male,25.0,7.0,0.0,1.0,0,1,192841.13,No
1917,543.0,Male,48.0,1.0,100900.5,1.0,0,0,33310.72,No
1918,428.0,Female,40.0,3.0,129248.11,2.0,1,0,72876.43,No
1919,768.0,Female,28.0,3.0,109118.05,2.0,0,1,50911.41,No
1920,618.0,Male,56.0,7.0,0.0,1.0,1,1,142400.27,No
1921,591.0,Female,31.0,7.0,0.0,2.0,0,1,48778.46,No
1922,658.0,Female,35.0,5.0,126397.66,1.0,0,0,156361.58,No
1923,625.0,Male,36.0,9.0,108546.16,3.0,1,0,133807.77,No
1924,717.0,Male,36.0,2.0,148061.89,1.0,1,0,179128.69,Yes
1925,667.0,Male,44.0,8.0,122277.87,1.0,1,1,91810.71,No
1926,804.0,Male,24.0,3.0,0.0,2.0,1,0,173195.33,Yes
1927,693.0,Male,31.0,1.0,0.0,2.0,0,1,182270.88,Yes
1928,729.0,Male,36.0,8.0,152899.24,2.0,1,0,177130.33,No
1929,484.0,Male,54.0,3.0,134388.11,1.0,0,0,49954.79,No
1930,632.0,Female,40.0,3.0,109740.62,1.0,1,0,141896.74,Yes
1931,536.0,Male,23.0,6.0,92366.72,2.0,1,0,120661.71,No
1932,573.0,Female,26.0,4.0,129109.02,1.0,0,0,149814.68,No
1933,655.0,Female,56.0,5.0,0.0,2.0,1,1,41782.7,No
1934,666.0,Male,62.0,7.0,105102.5,1.0,1,1,46172.47,No
1935,726.0,Male,30.0,5.0,111375.32,2.0,1,0,2704.09,No
1936,523.0,Male,39.0,3.0,0.0,2.0,1,0,6726.53,Yes
1937,728.0,Female,33.0,9.0,150412.14,2.0,1,0,170764.08,No
1938,701.0,Male,30.0,3.0,156660.72,2.0,1,0,45742.42,No
1939,518.0,Male,38.0,3.0,90957.81,1.0,0,1,162304.59,Yes
1940,739.0,Male,37.0,7.0,104960.46,1.0,0,1,80883.82,No
1941,531.0,Female,31.0,7.0,117052.82,1.0,1,0,118508.09,No
1942,452.0,Male,44.0,3.0,88915.85,1.0,1,0,69697.74,Yes
1943,684.0,Male,45.0,6.0,148071.39,1.0,1,0,183575.01,No
1944,728.0,Male,39.0,6.0,152182.83,1.0,0,0,161203.6,No
1945,783.0,Male,39.0,9.0,0.0,2.0,1,0,143752.77,No
1946,734.0,Male,22.0,5.0,130056.23,1.0,0,0,121894.31,No
1947,648.0,Male,34.0,3.0,95039.73,2.0,1,1,147055.87,Yes
1948,688.0,Male,52.0,1.0,0.0,2.0,1,1,172033.57,Yes
1949,680.0,Male,35.0,9.0,0.0,2.0,0,0,143774.06,No
1950,516.0,Female,43.0,2.0,112773.73,2.0,1,1,139366.58,Yes
1951,680.0,Female,37.0,10.0,123806.28,1.0,1,0,81776.84,No
1952,604.0,Male,53.0,8.0,144453.75,1.0,1,0,190998.96,No
1953,624.0,Male,27.0,9.0,94667.29,2.0,0,1,4470.52,No
1954,623.0,Male,21.0,10.0,0.0,2.0,0,1,135851.3,No
1955,624.0,Male,51.0,5.0,174397.21,2.0,1,1,172372.63,No
1956,565.0,Female,58.0,3.0,108888.24,3.0,0,1,135875.51,Yes
1957,565.0,Male,55.0,4.0,118803.35,2.0,1,1,128124.7,No
1958,710.0,Male,54.0,6.0,171137.62,1.0,1,1,167023.95,No
1959,645.0,Male,42.0,6.0,0.0,1.0,0,0,149807.01,No
1960,707.0,Male,33.0,8.0,136678.52,1.0,1,0,54290.62,No
1961,655.0,Female,36.0,1.0,135515.76,1.0,1,0,86013.96,No
1962,705.0,Female,24.0,5.0,177799.83,2.0,0,0,79886.06,No
1963,382.0,Female,52.0,8.0,143542.36,3.0,1,0,141959.11,No
1964,578.0,Male,34.0,8.0,147487.23,2.0,1,0,66680.77,No
1965,800.0,Female,40.0,5.0,97764.41,1.0,1,0,98640.15,No
1966,612.0,Female,33.0,9.0,0.0,1.0,0,0,142797.5,No
1967,681.0,Female,48.0,8.0,139480.18,1.0,1,1,163581.67,No
1968,559.0,Male,25.0,5.0,0.0,2.0,1,1,163221.22,No
1969,488.0,Female,39.0,9.0,140553.46,1.0,0,0,12440.44,No
1970,717.0,Female,36.0,5.0,0.0,2.0,1,1,145551.6,No
1971,666.0,Female,41.0,10.0,141162.08,1.0,1,0,50908.48,No
1972,582.0,Male,26.0,4.0,65848.36,2.0,1,0,30149.21,No
1973,733.0,Female,30.0,0.0,83319.28,1.0,0,0,57769.2,No
1974,693.0,Male,41.0,4.0,0.0,2.0,0,0,156381.47,No
1975,694.0,Female,33.0,4.0,129731.64,2.0,1,0,178123.86,No
1976,622.0,Female,35.0,5.0,0.0,2.0,1,0,51112.8,No
1977,598.0,Female,38.0,6.0,0.0,2.0,0,0,173783.38,No
1978,717.0,Male,35.0,1.0,0.0,3.0,0,0,174770.14,Yes
1979,494.0,Male,37.0,5.0,107106.33,2.0,1,0,172063.09,No
1980,644.0,Male,33.0,8.0,0.0,2.0,1,1,155294.17,No
1981,554.0,Female,30.0,9.0,0.0,2.0,1,1,40320.3,No
1982,476.0,Female,62.0,1.0,105303.73,1.0,0,1,134260.34,No
1983,667.0,Male,28.0,6.0,165798.1,1.0,1,0,147090.9,No
1984,748.0,Female,40.0,4.0,0.0,2.0,1,0,132368.47,No
1985,531.0,Female,45.0,1.0,126495.57,2.0,1,1,164741.5,No
1986,719.0,Female,47.0,9.0,116393.59,1.0,1,0,63051.32,No
1987,845.0,Female,41.0,2.0,81733.74,2.0,0,0,199761.29,Yes
